RPM,Vibration,Pressure,Humidity,Voltage,Current,Load,Operating_Hours,Machine_Mode,Maintenance_Level,Shift_Type,Temperature,Defective
2190,7.97,57.2,33.7,210.32,16.42,25.9,3044,Standard,Average,Morning,63.37,1
2542,6.62,29.24,39.75,210.37,39.36,59.38,8052,High-Speed,Poor,Evening,77.66,1
2725,6.77,65.79,83.7,228.42,35.96,53.3,5956,Standard,Poor,Morning,73.9,1
1419,2.07,59.45,71.16,229.53,19.53,14.13,7938,Standard,Average,Morning,49.17,0
2074,4.66,106.71,44.99,210.9,29.55,10.65,6177,Standard,Average,Morning,61.15,1
1756,0.63,44.4,33.94,237.48,11.63,98.93,235,Standard,Average,Morning,50.45,0
2739,0.85,116.67,71.44,221.76,25.37,69.3,9392,Standard,Average,Morning,65.01,1
4753,7.99,115.81,64.34,232.4,44.65,42.89,4133,Eco,Average,Morning,80.35,1
3181,2.68,44.76,54.27,222.04,23.95,52.34,6800,Eco,Good,Morning,48.66,0
1768,6.01,54.81,51.82,216.69,42.78,33.99,4213,Standard,Poor,Evening,63.96,1
2116,6.47,109.56,43.01,226.29,31.56,41.04,6646,Standard,Poor,Morning,69.47,1
1843,6.88,116.66,70.18,219.29,13.63,68.41,8496,High-Speed,Good,Evening,77.45,1
1081,7.98,64.34,88.24,231.39,31.15,89.45,4694,Standard,Average,Night,70.13,1
3644,2.01,52.1,40.54,217.95,27.77,26.57,661,Standard,Good,Night,50.08,1
1858,0.42,72.61,65.83,230.34,22.94,85.63,5500,Eco,Average,Morning,51.64,0
3332,3.35,88.78,55.45,216.3,10.38,20.94,7433,High-Speed,Good,Night,68.4,1
4628,1.13,47.35,56.8,236.84,23.75,29.35,3414,Standard,Good,Morning,56.28,0
1808,0.28,93.65,45.25,240.16,8.27,13.35,4060,High-Speed,Average,Morning,57.9,0
2029,2.95,25.17,79.51,214.42,9.44,22.67,2311,High-Speed,Poor,Night,62.3,1
1835,6.29,24.93,59.12,228.71,23.72,92.56,2471,Standard,Good,Night,61.45,0
1075,4.57,58.63,62.6,212.83,18.74,51.35,7074,Standard,Good,Evening,54.94,0
3540,2.57,55.35,48.29,233.93,46.65,16.99,2781,High-Speed,Good,Evening,62.5,0
3089,5.27,51.56,40.91,220.58,21.91,96.38,2906,Eco,Poor,Evening,66.9,1
2039,1.93,69.1,35.15,231.1,39.1,89.11,2355,Standard,Good,Morning,52.24,0
925,0.21,52.07,72.85,230.7,28.86,77.92,9192,High-Speed,Poor,Morning,58.82,0
4865,6.14,39.23,41.77,246.97,36.68,94.01,6482,Standard,Average,Evening,78.77,1
4668,5.03,50.95,71.4,231.96,16.71,29.81,4999,High-Speed,Average,Night,77.27,1
2008,6.12,117.49,53.42,233.32,47.39,85.27,3259,High-Speed,Average,Morning,82.94,1
4049,0.41,61.11,54.95,226.07,28.85,72.1,5756,Standard,Average,Night,66.54,1
1718,6.71,64.47,58.15,247.96,42.41,88.28,1552,Eco,Average,Morning,61.08,1
4723,4.99,77.65,52.06,241.09,21.43,81.72,9535,Standard,Poor,Evening,81.36,1
2769,4.55,118.33,36.04,221.42,9.51,41.18,2422,Eco,Average,Evening,63.54,0
3593,5.03,44.16,48.58,243.77,35.32,79.7,9962,High-Speed,Good,Evening,70.81,1
1691,6.93,88.13,69.82,227.3,5.35,33.62,7197,High-Speed,Poor,Morning,78.75,1
2833,4.74,91.6,69.95,243.15,26.39,39.57,1868,Standard,Average,Evening,66.55,1
2164,4.69,80.73,47.17,242.92,13.68,19.71,6196,Standard,Average,Evening,63.45,1
928,7.93,28.86,57.61,217.55,33.23,94.16,5285,Eco,Average,Morning,56.04,1
1814,6.08,87.69,41.61,238.05,49.07,36.19,1269,High-Speed,Average,Morning,71.48,1
2599,3.59,26.41,42.62,221.63,25.9,56.86,4810,Standard,Average,Evening,57.38,1
2318,5.69,79.61,31.38,221.9,41.79,45.22,6690,High-Speed,Poor,Evening,79.29,1
4981,3.17,93.96,83.8,221.85,27.85,96.39,486,Standard,Good,Morning,74.57,1
1998,1.91,41.1,42.64,239.02,27.31,40.15,2530,High-Speed,Average,Evening,58.37,1
4673,4.82,104.16,43.65,219.19,46.87,80.07,1505,Standard,Average,Night,80.59,1
3274,7.43,23.04,46.78,210.04,45.05,86.99,223,Standard,Average,Morning,67.33,1
4285,7.44,104.38,37.64,238.61,40.36,49.2,4097,Standard,Average,Evening,75.14,1
4849,2.8,66.03,68.36,216.85,18.33,44.04,6009,High-Speed,Average,Morning,74.73,1
4519,4.27,41.76,34.51,214.18,29.53,77.3,3996,Standard,Average,Morning,66.98,1
1102,1.77,33.38,38.05,219.5,15.08,92.16,9916,Standard,Average,Morning,56.27,1
4752,7.97,115.33,68.69,225.2,24.98,77.94,8166,Eco,Average,Evening,82.96,1
1786,7.85,27.27,50.38,229.04,26.79,30.44,9473,Standard,Poor,Night,67.93,1
2663,5.23,39.91,72.48,211.78,42.42,89.95,827,Standard,Average,Morning,61.08,1
3872,6.45,54.78,63.45,248.82,45.32,44.88,7139,Standard,Good,Evening,66.9,1
3924,5.75,82.02,45.36,238.64,23.66,61.86,7815,Eco,Poor,Evening,74.83,1
2127,4.79,74.48,69.05,222.93,5.8,84.83,3770,Standard,Poor,Morning,72.44,1
3208,0.52,32.56,36.98,222.75,43.78,26.96,1241,Eco,Average,Evening,45.57,0
4473,3.69,48.97,62.18,227.94,12.84,80.61,4131,High-Speed,Good,Night,70.1,1
4091,5.43,43.88,56.23,235.05,32.98,63.65,8650,Standard,Good,Night,66.21,1
4833,5.45,41.35,46.07,215.85,6.12,90.4,3842,Standard,Average,Night,72.7,1
1503,3.05,61.11,66.24,217.56,22.98,25.48,2944,Eco,Good,Morning,40.6,0
1374,7.54,90.4,82.28,244.38,49.37,47.86,2311,Standard,Average,Night,71.68,1
4032,1.42,41.75,89.93,220.25,9.53,84.96,1072,Standard,Good,Morning,56.77,0
3432,4.05,56.67,66.47,225.21,24.07,11.73,460,High-Speed,Average,Evening,66.08,1
4628,5.56,59.09,54.28,244.85,18.82,20.1,2732,High-Speed,Average,Night,81.63,1
4030,5.61,117.65,43.51,236.53,45.73,99.15,3290,Eco,Average,Morning,79.09,1
1288,5.22,115.47,45.43,223.67,44.12,35.24,5048,Standard,Average,Evening,61.34,1
2147,2.27,100.01,58.77,237.35,15.7,97.8,1724,Eco,Average,Evening,61.08,0
4481,1.33,44.17,52.04,210.79,8.65,26.43,1856,High-Speed,Average,Evening,66.03,1
3973,5.12,26.8,84.83,239.43,33.22,42.5,7918,High-Speed,Average,Morning,71.75,1
2467,4.83,51.69,52.1,229.48,20.14,77.76,5219,Standard,Average,Night,62.41,1
2437,1.52,46.68,52.41,242.53,35.24,69.2,6126,Standard,Poor,Evening,60.24,1
4914,5.67,70.59,53.01,248.19,6.45,62.3,8532,High-Speed,Good,Morning,76.81,1
4353,3.7,97.77,80.2,247.03,11.0,57.69,7075,Standard,Good,Morning,67.9,1
1800,5.38,105.83,69.05,246.37,35.89,85.91,1075,Standard,Good,Night,70.3,1
1650,6.72,104.49,66.85,230.49,14.56,31.15,4418,High-Speed,Good,Morning,66.92,1
2188,1.44,55.97,50.05,224.41,43.59,49.82,6023,Standard,Average,Morning,52.16,0
4512,0.25,88.72,79.07,228.6,7.64,23.99,2413,Standard,Average,Evening,61.96,1
2167,6.25,51.28,32.3,237.6,14.7,63.63,9597,High-Speed,Poor,Evening,77.98,1
1621,4.92,26.09,82.25,245.36,49.94,32.55,887,Standard,Poor,Evening,58.31,0
1254,5.63,90.16,60.76,218.28,24.49,40.05,2528,Standard,Average,Morning,61.53,0
2424,6.72,20.98,53.9,246.73,36.63,52.41,8847,Eco,Good,Night,55.31,1
3572,6.44,60.92,59.83,242.61,13.22,12.41,6764,Standard,Poor,Night,72.92,1
4526,7.69,52.94,70.04,249.15,32.44,18.27,9851,Eco,Good,Morning,66.94,1
3947,4.33,89.34,30.77,245.21,37.67,71.73,7583,Standard,Average,Evening,71.56,1
4889,3.96,96.62,82.29,221.2,19.15,48.61,1463,Standard,Good,Night,69.14,1
2990,3.27,50.41,56.8,214.24,42.3,87.83,4059,High-Speed,Poor,Evening,74.56,1
1716,1.31,101.16,50.58,214.49,32.15,72.52,8881,Standard,Average,Evening,61.96,1
4786,4.62,49.39,38.29,221.65,22.51,10.73,1849,High-Speed,Good,Morning,67.41,1
3675,2.29,64.63,56.37,234.57,30.09,65.5,6771,Standard,Average,Evening,66.77,1
2240,7.38,92.7,59.78,242.17,30.95,18.44,640,High-Speed,Average,Evening,74.53,1
1535,4.71,89.29,54.22,245.97,12.45,80.28,7734,Standard,Poor,Evening,68.06,1
4368,4.78,118.74,70.72,234.95,23.12,99.24,8582,Standard,Poor,Night,89.01,1
4138,2.9,42.52,55.25,210.23,20.45,57.81,4035,Standard,Average,Morning,65.99,1
3815,0.51,86.23,87.69,217.45,23.04,71.45,4058,Standard,Average,Morning,62.15,1
3689,0.35,80.97,65.96,213.99,39.25,31.36,3959,Standard,Average,Morning,58.29,1
1761,3.44,111.51,78.45,224.53,26.71,49.38,8150,Standard,Average,Evening,65.05,1
3789,0.77,35.64,36.56,230.05,47.31,87.05,9547,High-Speed,Poor,Morning,77.65,1
4648,4.89,95.18,53.84,211.74,18.22,25.07,5431,High-Speed,Good,Evening,74.02,1
1826,7.06,76.83,50.21,223.94,23.71,33.9,8299,High-Speed,Good,Morning,67.34,1
4665,7.08,47.47,64.17,217.17,40.41,50.09,1757,Standard,Poor,Evening,76.23,1
3663,5.31,67.44,81.67,235.88,29.57,74.1,6285,High-Speed,Average,Morning,80.14,1
3301,1.77,53.38,34.7,228.57,29.62,43.83,4528,High-Speed,Poor,Night,68.35,1
2747,6.92,77.93,34.35,229.81,7.4,93.5,9548,Standard,Good,Evening,65.54,1
1977,7.1,108.9,81.02,227.11,22.94,18.5,7337,Standard,Good,Night,68.8,1
811,1.65,76.93,42.77,248.24,17.18,43.37,1139,Eco,Good,Evening,39.59,0
4164,5.93,83.17,70.13,218.59,49.97,73.81,2216,Eco,Average,Morning,69.49,1
3822,2.36,71.87,62.57,230.67,18.88,30.34,8976,Eco,Average,Morning,58.2,1
4171,6.44,25.12,79.97,239.44,44.8,69.08,4118,Eco,Poor,Night,72.01,1
3630,7.98,43.29,37.51,232.27,35.43,24.78,7646,Standard,Average,Evening,70.73,1
842,0.34,69.2,37.79,247.16,20.34,15.04,1924,Standard,Average,Morning,39.27,0
1743,7.19,51.02,63.41,225.12,29.46,20.89,3634,Standard,Poor,Evening,62.39,1
3190,5.02,38.18,86.78,228.55,42.82,93.7,6770,High-Speed,Good,Evening,70.17,1
3345,7.79,70.41,54.9,213.54,44.75,59.66,8354,High-Speed,Average,Morning,83.72,1
3211,3.77,52.28,49.62,234.36,12.22,81.67,8552,High-Speed,Good,Morning,67.21,1
1804,6.79,45.81,66.4,221.53,20.28,39.94,3671,Standard,Average,Night,65.32,1
820,0.59,66.4,85.83,216.41,20.09,63.34,3292,Standard,Good,Morning,45.8,0
1206,2.75,33.33,80.22,231.78,6.89,54.55,5053,Standard,Good,Morning,43.78,0
1814,0.63,112.77,89.73,231.29,31.92,95.12,9780,Eco,Good,Morning,53.97,1
2638,7.81,106.77,31.35,213.03,43.47,77.28,9422,Eco,Good,Morning,69.57,1
3988,6.55,90.76,36.77,237.93,22.17,75.75,4375,Standard,Good,Evening,74.31,1
1514,6.84,30.62,66.57,234.95,38.3,14.17,454,High-Speed,Average,Morning,62.42,0
4946,7.51,97.59,79.23,217.56,33.25,59.47,5129,Eco,Poor,Morning,79.71,1
4654,0.77,100.8,47.11,228.78,21.9,52.03,2874,Eco,Average,Night,60.65,1
940,3.15,96.78,44.35,238.81,11.35,93.51,688,Eco,Good,Morning,43.54,0
1763,0.66,31.4,77.22,231.18,36.92,33.16,704,Standard,Good,Morning,42.35,0
1172,1.77,84.39,33.38,225.82,43.46,34.29,8465,Standard,Average,Evening,55.8,0
4435,1.91,103.43,52.16,222.89,35.86,47.02,453,Standard,Average,Evening,67.85,1
3341,3.81,77.74,60.35,234.42,5.8,31.9,5534,Eco,Average,Night,63.52,1
4410,2.22,84.64,63.62,247.56,14.73,21.63,533,Standard,Good,Morning,58.06,1
2492,0.9,65.84,73.72,236.87,8.13,87.17,8550,Eco,Poor,Night,59.55,1
905,1.42,72.87,51.29,212.99,30.67,60.24,967,Standard,Average,Night,55.75,0
2481,1.26,23.44,66.76,228.43,39.04,87.52,8887,Eco,Average,Evening,54.09,1
4897,7.79,83.9,65.12,245.63,9.98,84.8,5864,High-Speed,Poor,Morning,93.67,1
4816,6.1,28.14,62.86,213.78,42.73,35.38,493,Standard,Poor,Morning,73.08,1
3436,7.75,63.5,68.43,249.56,30.0,59.3,3854,Standard,Average,Evening,74.35,1
2937,3.57,49.27,45.57,247.96,36.05,17.49,4470,Standard,Good,Night,59.71,1
4216,2.3,74.54,35.08,213.13,48.71,92.37,4621,Standard,Poor,Evening,74.44,1
4330,6.41,33.34,37.16,247.34,8.77,46.38,7799,Eco,Average,Morning,60.19,1
2086,2.68,89.16,43.47,224.53,45.56,45.43,4678,Standard,Good,Morning,56.19,1
3979,2.47,99.5,60.01,243.79,10.67,37.25,8505,Standard,Good,Evening,63.4,1
4454,1.94,36.34,80.43,226.74,22.68,51.46,2226,Standard,Good,Evening,57.45,1
3159,1.12,30.43,72.08,227.63,43.31,32.66,8430,Standard,Average,Morning,55.14,0
1244,2.13,34.55,77.34,235.37,45.78,43.74,4293,High-Speed,Good,Morning,49.63,0
835,2.91,107.71,51.06,240.98,27.79,82.0,4060,High-Speed,Poor,Evening,73.0,0
2275,5.42,72.82,54.28,211.35,31.73,85.08,763,Eco,Good,Evening,55.44,1
4757,0.59,66.73,53.62,233.73,36.87,37.38,2932,Standard,Average,Evening,63.17,1
2598,1.76,30.67,41.51,217.47,42.47,52.21,9365,Eco,Average,Night,52.22,1
2645,6.49,84.96,33.67,223.84,10.47,88.64,4674,Standard,Average,Evening,70.51,1
2208,1.26,106.8,65.45,223.92,41.45,14.74,6471,Standard,Poor,Morning,63.01,1
2508,2.81,102.82,89.35,228.76,26.66,90.02,7724,Eco,Good,Evening,59.17,1
3738,6.93,82.61,40.01,223.37,25.28,29.73,6392,High-Speed,Average,Night,84.66,1
2100,1.32,27.53,32.8,214.29,24.08,71.07,5277,Standard,Average,Night,55.29,1
2043,0.75,31.24,76.77,215.83,27.91,62.43,8453,Standard,Poor,Night,58.63,1
4776,3.93,24.93,45.16,211.34,47.53,59.76,7106,Eco,Average,Morning,60.22,1
3897,2.49,45.75,79.78,228.81,29.67,87.34,9792,Standard,Good,Night,65.82,1
809,4.55,33.57,72.24,248.18,47.89,19.14,3278,High-Speed,Good,Night,55.38,0
3225,6.45,46.0,86.74,214.63,13.11,41.23,5646,Standard,Good,Evening,61.07,1
2460,1.18,58.51,54.54,247.85,37.59,58.44,4590,High-Speed,Average,Morning,61.29,1
3431,4.69,114.3,69.72,239.33,41.55,83.02,4996,Eco,Poor,Night,78.43,1
1872,4.09,81.04,57.89,235.5,35.56,29.48,285,Standard,Average,Evening,64.08,1
4025,1.24,103.5,67.84,235.81,32.31,82.26,4753,High-Speed,Average,Morning,76.72,1
2116,5.03,91.04,56.98,243.07,30.42,45.97,2080,Standard,Poor,Morning,68.52,1
4945,2.26,31.25,41.32,214.28,43.74,27.0,4641,Eco,Good,Evening,55.51,0
4483,3.95,93.59,60.47,230.19,41.97,78.31,7908,Standard,Average,Evening,76.2,1
4073,0.75,47.51,61.72,237.88,10.5,18.18,929,Standard,Poor,Morning,53.71,1
945,3.73,83.91,78.64,233.47,43.19,56.33,3619,Standard,Average,Evening,60.5,1
3840,2.52,54.1,74.13,243.31,23.63,15.75,8108,High-Speed,Average,Night,71.88,1
2262,6.6,119.77,69.83,212.89,16.42,42.08,6009,High-Speed,Good,Evening,75.17,1
2384,0.55,46.36,36.8,237.63,44.14,64.1,1325,Standard,Average,Morning,52.48,0
1282,3.41,47.91,73.24,231.36,24.44,60.05,5874,Eco,Average,Evening,52.56,0
3979,3.72,113.07,60.02,225.17,41.38,46.42,2944,Standard,Poor,Morning,75.87,1
2049,5.83,22.46,83.65,223.61,16.85,48.61,7447,High-Speed,Good,Morning,65.37,1
1430,4.64,89.67,85.19,234.83,5.18,30.41,2833,High-Speed,Good,Morning,62.38,0
1461,5.37,92.53,33.31,245.64,27.3,51.03,4520,Eco,Average,Night,61.71,1
4303,6.24,103.64,79.24,229.85,9.51,95.79,4096,Standard,Poor,Morning,83.73,1
3652,6.91,117.44,32.26,242.99,38.95,86.54,9790,Standard,Average,Morning,81.93,1
3266,2.58,117.56,52.03,226.09,17.42,23.07,1788,Eco,Average,Morning,55.42,1
1787,4.35,26.53,62.54,214.1,24.96,12.68,2547,Standard,Good,Evening,45.16,0
2346,6.74,102.18,38.89,212.46,8.92,94.02,967,Standard,Good,Night,70.45,1
1449,7.92,84.63,74.78,212.05,17.9,57.41,7052,Eco,Good,Night,60.1,1
1768,7.13,84.73,30.5,225.21,40.17,58.41,6184,High-Speed,Poor,Morning,76.68,1
3437,3.03,32.83,40.12,223.49,11.82,80.26,8531,High-Speed,Good,Morning,62.67,1
1900,1.64,85.02,64.85,238.72,34.12,38.32,5405,High-Speed,Average,Morning,63.05,1
1240,3.97,118.25,72.86,239.71,46.28,53.37,8339,Eco,Good,Night,57.95,1
1569,5.96,111.18,85.0,212.03,35.59,97.18,4149,Standard,Average,Morning,69.38,1
2143,3.99,63.91,72.33,218.84,41.5,70.49,3557,Standard,Average,Morning,64.64,1
4529,3.92,23.99,70.31,220.97,9.9,23.84,3328,Standard,Average,Evening,62.08,1
4706,6.72,56.23,53.66,231.9,16.28,21.99,1348,Standard,Poor,Morning,70.63,1
2377,2.96,102.64,30.08,215.78,45.25,28.38,1267,High-Speed,Average,Morning,71.49,1
4808,6.89,90.15,37.21,215.36,37.18,79.0,3590,Eco,Good,Morning,70.1,1
4151,3.31,65.93,62.07,247.75,33.78,36.58,1997,High-Speed,Poor,Morning,77.9,1
3149,2.69,25.51,70.51,242.17,34.87,11.92,2279,High-Speed,Poor,Evening,66.96,1
4402,3.69,62.69,55.05,217.23,23.64,94.98,6055,High-Speed,Poor,Night,87.09,1
2041,6.12,66.9,73.84,226.26,7.01,25.27,2820,High-Speed,Average,Morning,67.02,1
1925,1.1,112.86,61.31,224.22,40.3,10.86,2043,Standard,Good,Morning,51.62,0
3401,1.65,84.11,34.45,241.64,35.54,31.34,6012,High-Speed,Poor,Night,75.85,1
1990,7.62,51.17,41.52,230.41,26.28,31.15,7786,Standard,Poor,Night,70.19,1
4931,1.49,72.53,80.4,215.11,45.49,47.98,3796,High-Speed,Good,Morning,70.86,1
872,4.59,26.61,73.49,239.56,20.13,92.84,2925,Eco,Good,Evening,44.08,0
2714,4.68,117.26,83.69,225.88,18.24,89.13,8514,Standard,Poor,Morning,74.72,1
3272,3.97,56.01,37.05,220.52,44.28,51.12,1846,Standard,Good,Evening,58.36,1
3846,5.19,67.79,89.41,225.02,40.86,46.98,629,Standard,Average,Night,72.39,1
1507,1.92,55.53,42.56,229.91,28.17,59.95,6484,Standard,Good,Evening,52.55,0
2604,4.47,88.25,30.71,223.72,10.88,31.91,8425,Standard,Average,Evening,64.67,1
4513,3.04,86.22,89.85,219.68,14.68,14.7,4586,High-Speed,Good,Morning,68.55,1
3364,5.33,91.53,46.86,225.94,34.53,94.53,201,Standard,Poor,Evening,75.1,1
3275,1.22,46.81,70.08,210.77,22.33,26.8,3823,Standard,Average,Evening,56.18,1
4410,4.61,51.57,40.6,240.9,42.64,27.86,2828,Eco,Average,Evening,60.49,1
3623,1.56,32.53,64.81,216.84,47.75,52.52,2645,Standard,Average,Morning,56.87,1
2535,2.3,85.55,84.24,211.76,41.25,54.25,2658,Standard,Good,Evening,56.19,1
2385,1.83,23.98,49.21,236.15,21.99,11.66,6946,Standard,Average,Evening,48.87,0
866,1.54,79.77,70.22,240.96,40.49,23.32,1048,Eco,Poor,Morning,50.0,0
3861,6.62,106.97,41.27,242.55,20.81,44.03,9860,Eco,Average,Morning,67.18,1
3228,2.36,109.08,67.49,229.74,12.52,71.54,5036,Standard,Average,Morning,69.85,1
4953,7.42,64.9,50.19,218.21,6.5,30.56,2153,Standard,Good,Evening,68.53,1
1141,7.76,65.93,42.67,239.49,22.36,48.07,293,Standard,Average,Evening,59.73,0
3574,4.61,27.7,48.79,237.99,45.66,60.16,9033,High-Speed,Average,Night,77.42,1
3617,1.23,87.08,40.73,219.85,15.75,89.97,7404,Standard,Good,Morning,60.3,1
3461,3.06,102.13,84.11,246.14,14.29,39.35,3059,Standard,Good,Night,61.96,1
2032,6.4,44.47,53.83,214.17,48.64,22.02,8274,Standard,Average,Evening,58.72,0
4674,3.0,62.13,44.72,249.31,6.13,54.03,3023,Eco,Average,Morning,61.88,0
3201,0.79,103.88,56.9,244.41,40.36,77.2,3339,Standard,Good,Morning,61.52,1
2294,4.5,107.71,49.23,237.52,19.46,19.89,3965,Standard,Good,Morning,56.8,1
1461,6.78,44.32,74.67,247.55,6.69,48.22,8329,Standard,Good,Night,60.01,0
4683,6.39,75.06,88.27,238.89,46.3,11.6,9990,High-Speed,Good,Morning,78.66,1
4419,1.48,39.25,56.28,217.62,11.28,13.02,4666,Eco,Good,Morning,49.51,1
2668,5.41,30.19,81.66,227.69,29.83,53.47,6695,High-Speed,Good,Morning,62.64,1
3134,1.84,111.11,63.95,212.86,17.33,36.84,5709,Standard,Good,Night,59.64,1
4174,1.82,102.05,39.43,225.59,7.93,86.06,3313,Standard,Poor,Morning,71.73,1
1816,7.01,96.0,71.44,239.66,7.25,64.19,5208,High-Speed,Average,Morning,74.88,1
1007,2.07,24.88,60.81,225.46,10.2,50.85,1883,High-Speed,Average,Evening,56.11,0
3465,2.18,104.37,69.04,223.21,8.21,46.71,8394,Standard,Average,Evening,67.71,1
3293,0.11,63.8,83.38,233.81,39.23,54.75,5930,High-Speed,Good,Evening,61.52,1
1432,6.98,54.24,56.43,244.89,26.85,13.64,5931,Standard,Good,Evening,54.0,0
2902,6.36,74.65,84.07,211.9,20.43,90.35,141,Standard,Good,Night,67.18,1
3759,5.06,29.14,75.04,225.42,23.83,99.85,6309,Eco,Good,Night,59.59,1
3883,6.03,95.66,59.32,216.33,46.8,26.33,1161,Eco,Average,Night,69.75,1
2731,1.3,78.24,66.19,237.81,45.98,20.83,9968,High-Speed,Good,Morning,61.67,1
4519,3.72,38.66,49.53,214.23,37.21,22.92,3789,Eco,Average,Night,59.57,1
3362,2.87,38.82,89.02,236.59,44.81,69.49,7695,Eco,Average,Morning,56.95,1
2479,0.84,38.42,70.04,221.45,19.38,69.53,6907,High-Speed,Poor,Morning,67.57,1
1036,3.94,25.7,32.63,217.96,22.15,86.31,4097,Eco,Good,Night,45.61,0
2340,7.37,78.78,49.6,247.45,32.62,77.66,425,Standard,Average,Night,73.75,1
4743,0.42,104.03,67.4,210.74,33.06,50.47,7305,Standard,Good,Evening,64.88,1
1163,2.4,21.75,33.38,227.51,26.68,65.16,1220,Standard,Average,Night,47.59,0
3168,1.74,24.9,31.43,210.87,23.03,71.95,207,High-Speed,Average,Night,63.79,1
1085,1.98,77.28,57.0,229.34,49.38,56.15,6394,Standard,Average,Evening,58.32,0
948,7.28,101.95,49.96,230.04,41.95,52.81,5293,Standard,Average,Evening,63.76,1
4837,3.8,52.67,56.3,222.87,24.57,68.06,7324,Standard,Good,Night,71.2,1
2566,3.78,54.96,45.76,215.29,37.73,60.17,8626,Standard,Poor,Morning,63.48,1
1812,6.11,79.63,39.88,225.06,17.13,67.95,2139,Standard,Good,Morning,59.66,0
3631,1.32,47.42,71.35,236.89,9.51,65.16,903,High-Speed,Good,Night,61.74,1
3307,3.95,22.66,60.87,241.3,20.86,74.73,866,Standard,Good,Morning,53.18,0
2323,3.5,93.52,42.01,231.23,23.13,67.85,3627,Standard,Average,Morning,58.86,1
3585,4.82,82.56,49.18,233.59,5.74,56.78,2406,Eco,Good,Morning,60.71,1
3356,8.0,78.08,65.51,218.02,41.67,71.36,1588,Standard,Average,Morning,75.99,1
4525,6.18,94.17,34.33,221.49,21.16,50.45,4229,Eco,Poor,Night,78.4,1
2401,3.24,87.52,38.85,216.48,31.12,31.75,2473,Standard,Average,Evening,59.27,1
3208,6.64,40.59,34.39,219.97,8.33,10.13,9128,High-Speed,Good,Evening,63.87,0
1140,1.45,55.25,78.74,219.0,12.87,60.4,3409,Standard,Poor,Night,58.34,0
3617,0.34,32.61,75.14,230.78,45.04,63.16,6934,Standard,Average,Night,58.68,0
3296,1.72,32.99,75.2,232.51,32.39,97.48,5835,High-Speed,Poor,Evening,73.65,1
2525,2.79,87.62,72.98,247.8,47.76,42.53,4934,Standard,Average,Night,63.07,1
2489,4.13,105.86,70.16,217.82,49.94,45.47,7090,Standard,Poor,Evening,73.21,1
4067,4.96,116.27,58.62,235.67,21.73,28.16,4083,Standard,Good,Morning,63.85,1
1061,7.29,82.83,68.54,242.69,18.45,16.35,3868,Eco,Average,Morning,51.98,1
2242,4.13,38.41,32.3,232.41,43.63,79.55,1604,High-Speed,Good,Evening,60.72,1
1205,4.06,30.57,67.29,220.2,49.94,32.47,6893,Eco,Average,Evening,49.71,0
2990,0.5,101.29,76.67,220.5,33.33,64.8,2550,High-Speed,Good,Evening,65.2,1
1043,0.38,77.88,60.02,211.57,40.78,71.9,2133,Eco,Average,Evening,49.81,0
4907,4.45,81.83,51.45,222.22,40.18,52.41,8102,Standard,Average,Morning,78.04,1
1360,3.56,98.15,46.65,239.78,20.99,88.87,9991,Eco,Average,Morning,57.77,1
4937,6.73,90.33,68.57,211.9,30.84,49.94,6119,Eco,Average,Evening,72.48,1
3525,1.37,103.45,71.57,218.77,42.49,35.64,1407,Standard,Good,Morning,60.88,1
1393,0.3,25.62,82.26,238.25,35.97,90.64,1075,Standard,Average,Evening,46.3,0
2626,3.65,94.75,50.54,241.31,5.95,87.54,5039,High-Speed,Good,Evening,68.03,0
4029,1.98,105.09,76.19,228.21,20.15,24.76,3833,Standard,Good,Evening,58.51,1
4087,0.49,48.61,63.68,237.92,11.5,12.34,8651,Standard,Poor,Morning,62.17,1
4873,5.82,84.04,82.97,225.52,15.48,18.1,2323,Standard,Average,Evening,74.76,1
933,0.98,51.42,61.67,216.4,45.75,35.79,584,Standard,Poor,Night,56.54,1
3938,4.91,115.8,61.06,225.93,6.66,97.5,1528,Standard,Average,Night,78.09,1
4719,2.32,23.34,64.67,233.2,14.89,60.27,2180,Standard,Average,Night,62.51,1
872,1.47,77.98,74.96,247.92,18.93,43.59,795,Eco,Good,Evening,39.55,0
3778,3.1,36.65,87.88,212.75,32.76,89.98,6400,High-Speed,Poor,Morning,75.14,1
2785,6.43,91.22,34.41,230.3,29.03,50.78,4760,Standard,Poor,Evening,76.78,1
1592,3.2,37.59,33.21,223.16,14.82,38.37,301,Standard,Poor,Night,62.44,0
894,6.03,43.54,86.25,230.33,12.39,94.71,9490,Eco,Average,Morning,53.96,1
1933,1.09,69.44,61.79,210.96,15.66,86.46,9559,Standard,Good,Morning,53.79,0
1037,6.2,111.48,66.89,222.52,27.61,85.93,8365,Standard,Good,Morning,63.42,1
3746,1.97,41.17,58.95,242.79,17.2,56.11,8387,Standard,Good,Evening,57.16,1
3330,5.45,34.42,35.62,232.16,47.64,81.05,3577,Eco,Good,Evening,58.86,0
2760,4.57,95.9,76.09,228.02,25.87,26.14,2302,High-Speed,Average,Morning,70.1,1
1848,7.44,70.06,74.83,221.42,7.65,61.59,7590,Standard,Poor,Night,72.14,1
3329,3.16,111.18,48.7,221.92,37.82,98.55,8549,Standard,Poor,Evening,80.93,1
3764,0.62,34.66,48.37,225.32,19.8,36.19,6417,Eco,Good,Morning,45.81,0
